Exch,Token,exchange_token,TradingSymbol,Expiry,StrikePrice,instrument_type,segment,TickSize,lot_size
BCD,539069446,2105740,EURINR24OCT90.25CE,29-10-2024,90.25,CE,BCD-OPT,0.0025,1
BCD,539118854,2105933,EURINR24OCT90PE,29-10-2024,90,PE,BCD-OPT,0.0025,1
BCD,539122182,2105946,EURINR24OCT90CE,29-10-2024,90,CE,BCD-OPT,0.0025,1
BCD,539091206,2105825,EURINR24OCT89.75PE,29-10-2024,89.75,PE,BCD-OPT,0.0025,1
BCD,539094790,2105839,EURINR24OCT89.75CE,29-10-2024,89.75,CE,BCD-OPT,0.0025,1
BCD,538972678,2105362,EURINR24OCT89.5PE,29-10-2024,89.5,PE,BCD-OPT,0.0025,1
BCD,538977030,2105379,EURINR24OCT89.5CE,29-10-2024,89.5,CE,BCD-OPT,0.0025,1
BCD,539099398,2105857,EURINR24OCT89.25PE,29-10-2024,89.25,PE,BCD-OPT,0.0025,1
BCD,539102982,2105871,EURINR24OCT89.25CE,29-10-2024,89.25,CE,BCD-OPT,0.0025,1
BCD,538981638,2105397,EURINR24OCT89PE,29-10-2024,89,PE,BCD-OPT,0.0025,1
BCD,538983686,2105405,EURINR24OCT89CE,29-10-2024,89,CE,BCD-OPT,0.0025,1
BCD,539006726,2105495,EURINR24OCT88.75PE,29-10-2024,88.75,PE,BCD-OPT,0.0025,1
BCD,539009542,2105506,EURINR24OCT88.75CE,29-10-2024,88.75,CE,BCD-OPT,0.0025,1
BCD,539066630,2105729,EURINR24OCT88.5PE,29-10-2024,88.5,PE,BCD-OPT,0.0025,1
BCD,539069958,2105742,EURINR24OCT88.5CE,29-10-2024,88.5,CE,BCD-OPT,0.0025,1
BCD,539015686,2105530,EURINR24OCT88.25PE,29-10-2024,88.25,PE,BCD-OPT,0.0025,1
BCD,539019782,2105546,EURINR24OCT88.25CE,29-10-2024,88.25,CE,BCD-OPT,0.0025,1
BCD,539073286,2105755,EURINR24OCT88PE,29-10-2024,88,PE,BCD-OPT,0.0025,1
BCD,539075590,2105764,EURINR24OCT88CE,29-10-2024,88,CE,BCD-OPT,0.0025,1
BCD,539099142,2105856,EURINR24OCT87.75PE,29-10-2024,87.75,PE,BCD-OPT,0.0025,1
BCD,539102214,2105868,EURINR24OCT87.75CE,29-10-2024,87.75,CE,BCD-OPT,0.0025,1
BCD,538981382,2105396,EURINR24OCT87.5PE,29-10-2024,87.5,PE,BCD-OPT,0.0025,1
BCD,538983430,2105404,EURINR24OCT87.5CE,29-10-2024,87.5,CE,BCD-OPT,0.0025,1
BCD,539085574,2105803,EURINR24OCT87.25PE,29-10-2024,87.25,PE,BCD-OPT,0.0025,1
BCD,539087878,2105812,EURINR24OCT87.25CE,29-10-2024,87.25,CE,BCD-OPT,0.0025,1
BCD,538987782,2105421,EURINR24OCT87PE,29-10-2024,87,PE,BCD-OPT,0.0025,1
BCD,538990598,2105432,EURINR24OCT87CE,29-10-2024,87,CE,BCD-OPT,0.0025,1
BCD,539015174,2105528,EURINR24OCT86.75PE,29-10-2024,86.75,PE,BCD-OPT,0.0025,1
BCD,539019014,2105543,EURINR24OCT86.75CE,29-10-2024,86.75,CE,BCD-OPT,0.0025,1
BCD,539073030,2105754,EURINR24OCT86.5PE,29-10-2024,86.5,PE,BCD-OPT,0.0025,1
BCD,539075334,2105763,EURINR24OCT86.5CE,29-10-2024,86.5,CE,BCD-OPT,0.0025,1
BCD,540472582,2111221,EURINR24NOV86.75PE,27-11-2024,86.75,PE,BCD-OPT,0.0025,1
BCD,540473094,2111223,EURINR24NOV86.75CE,27-11-2024,86.75,CE,BCD-OPT,0.0025,1
BCD,540376582,2110846,EURINR24NOV87PE,27-11-2024,87,PE,BCD-OPT,0.0025,1
BCD,540380678,2110862,EURINR24NOV87CE,27-11-2024,87,CE,BCD-OPT,0.0025,1
BCD,540319750,2110624,EURINR24NOV87.25PE,27-11-2024,87.25,PE,BCD-OPT,0.0025,1
BCD,540324102,2110641,EURINR24NOV87.25CE,27-11-2024,87.25,CE,BCD-OPT,0.0025,1
BCD,540288518,2110502,EURINR24NOV87.5PE,27-11-2024,87.5,PE,BCD-OPT,0.0025,1
BCD,540288774,2110503,EURINR24NOV87.5CE,27-11-2024,87.5,CE,BCD-OPT,0.0025,1
BCD,540121094,2109848,EURINR24NOV87.75PE,27-11-2024,87.75,PE,BCD-OPT,0.0025,1
BCD,540124934,2109863,EURINR24NOV87.75CE,27-11-2024,87.75,CE,BCD-OPT,0.0025,1
BCD,540281094,2110473,EURINR24NOV88PE,27-11-2024,88,PE,BCD-OPT,0.0025,1
BCD,540284678,2110487,EURINR24NOV88CE,27-11-2024,88,CE,BCD-OPT,0.0025,1
BCD,540219910,2110234,EURINR24NOV88.25PE,27-11-2024,88.25,PE,BCD-OPT,0.0025,1
BCD,540222726,2110245,EURINR24NOV88.25CE,27-11-2024,88.25,CE,BCD-OPT,0.0025,1
BCD,540272646,2110440,EURINR24NOV88.5PE,27-11-2024,88.5,PE,BCD-OPT,0.0025,1
BCD,540276998,2110457,EURINR24NOV88.5CE,27-11-2024,88.5,CE,BCD-OPT,0.0025,1
BCD,540214790,2110214,EURINR24NOV88.75CE,27-11-2024,88.75,CE,BCD-OPT,0.0025,1
BCD,540223494,2110248,EURINR24NOV97.5PE,27-11-2024,97.5,PE,BCD-OPT,0.0025,1
BCD,540226822,2110261,EURINR24NOV97.5CE,27-11-2024,97.5,CE,BCD-OPT,0.0025,1
BCD,540169734,2110038,EURINR24NOV97.25PE,27-11-2024,97.25,PE,BCD-OPT,0.0025,1
BCD,540173318,2110052,EURINR24NOV97.25CE,27-11-2024,97.25,CE,BCD-OPT,0.0025,1
BCD,540232198,2110282,EURINR24NOV97PE,27-11-2024,97,PE,BCD-OPT,0.0025,1
BCD,540235782,2110296,EURINR24NOV97CE,27-11-2024,97,CE,BCD-OPT,0.0025,1
BCD,540258310,2110384,EURINR24NOV96.75PE,27-11-2024,96.75,PE,BCD-OPT,0.0025,1
BCD,540262662,2110401,EURINR24NOV96.75CE,27-11-2024,96.75,CE,BCD-OPT,0.0025,1
BCD,540132614,2109893,EURINR24NOV96.5PE,27-11-2024,96.5,PE,BCD-OPT,0.0025,1
BCD,540135942,2109906,EURINR24NOV96.5CE,27-11-2024,96.5,CE,BCD-OPT,0.0025,1
BCD,540269830,2110429,EURINR24NOV96.25PE,27-11-2024,96.25,PE,BCD-OPT,0.0025,1
BCD,540273926,2110445,EURINR24NOV96.25CE,27-11-2024,96.25,CE,BCD-OPT,0.0025,1
BCD,540142342,2109931,EURINR24NOV96PE,27-11-2024,96,PE,BCD-OPT,0.0025,1
BCD,540146182,2109946,EURINR24NOV96CE,27-11-2024,96,CE,BCD-OPT,0.0025,1
BCD,540169478,2110037,EURINR24NOV95.75PE,27-11-2024,95.75,PE,BCD-OPT,0.0025,1
BCD,540173062,2110051,EURINR24NOV95.75CE,27-11-2024,95.75,CE,BCD-OPT,0.0025,1
BCD,540231174,2110278,EURINR24NOV95.5PE,27-11-2024,95.5,PE,BCD-OPT,0.0025,1
BCD,540235014,2110293,EURINR24NOV95.5CE,27-11-2024,95.5,CE,BCD-OPT,0.0025,1
BCD,540155654,2109983,EURINR24NOV95.25PE,27-11-2024,95.25,PE,BCD-OPT,0.0025,1
BCD,540158470,2109994,EURINR24NOV95.25CE,27-11-2024,95.25,CE,BCD-OPT,0.0025,1
BCD,540240646,2110315,EURINR24NOV95PE,27-11-2024,95,PE,BCD-OPT,0.0025,1
BCD,540243206,2110325,EURINR24NOV95CE,27-11-2024,95,CE,BCD-OPT,0.0025,1
BCD,540269318,2110427,EURINR24NOV94.75PE,27-11-2024,94.75,PE,BCD-OPT,0.0025,1
BCD,540273414,2110443,EURINR24NOV94.75CE,27-11-2024,94.75,CE,BCD-OPT,0.0025,1
BCD,540141830,2109929,EURINR24NOV94.5PE,27-11-2024,94.5,PE,BCD-OPT,0.0025,1
BCD,540145670,2109944,EURINR24NOV94.5CE,27-11-2024,94.5,CE,BCD-OPT,0.0025,1
BCD,540252166,2110360,EURINR24NOV94.25PE,27-11-2024,94.25,PE,BCD-OPT,0.0025,1
BCD,540255494,2110373,EURINR24NOV94.25CE,27-11-2024,94.25,CE,BCD-OPT,0.0025,1
BCD,540149766,2109960,EURINR24NOV94PE,27-11-2024,94,PE,BCD-OPT,0.0025,1
BCD,540151302,2109966,EURINR24NOV94CE,27-11-2024,94,CE,BCD-OPT,0.0025,1
BCD,540155142,2109981,EURINR24NOV93.75PE,27-11-2024,93.75,PE,BCD-OPT,0.0025,1
BCD,540157702,2109991,EURINR24NOV93.75CE,27-11-2024,93.75,CE,BCD-OPT,0.0025,1
BCD,540240134,2110313,EURINR24NOV93.5PE,27-11-2024,93.5,PE,BCD-OPT,0.0025,1
BCD,540242950,2110324,EURINR24NOV93.5CE,27-11-2024,93.5,CE,BCD-OPT,0.0025,1
BCD,540163590,2110014,EURINR24NOV93.25PE,27-11-2024,93.25,PE,BCD-OPT,0.0025,1
BCD,540166918,2110027,EURINR24NOV93.25CE,27-11-2024,93.25,CE,BCD-OPT,0.0025,1
BCD,540247302,2110341,EURINR24NOV93PE,27-11-2024,93,PE,BCD-OPT,0.0025,1
BCD,540248070,2110344,EURINR24NOV93CE,27-11-2024,93,CE,BCD-OPT,0.0025,1
BCD,540251910,2110359,EURINR24NOV92.75PE,27-11-2024,92.75,PE,BCD-OPT,0.0025,1
BCD,540254726,2110370,EURINR24NOV92.75CE,27-11-2024,92.75,CE,BCD-OPT,0.0025,1
BCD,540149510,2109959,EURINR24NOV92.5PE,27-11-2024,92.5,PE,BCD-OPT,0.0025,1
BCD,540151046,2109965,EURINR24NOV92.5CE,27-11-2024,92.5,CE,BCD-OPT,0.0025,1
BCD,540260614,2110393,EURINR24NOV92.25PE,27-11-2024,92.25,PE,BCD-OPT,0.0025,1
BCD,540265478,2110412,EURINR24NOV92.25CE,27-11-2024,92.25,CE,BCD-OPT,0.0025,1
BCD,540154118,2109977,EURINR24NOV92PE,27-11-2024,92,PE,BCD-OPT,0.0025,1
BCD,540155910,2109984,EURINR24NOV92CE,27-11-2024,92,CE,BCD-OPT,0.0025,1
BCD,540163334,2110013,EURINR24NOV91.75PE,27-11-2024,91.75,PE,BCD-OPT,0.0025,1
BCD,540166662,2110026,EURINR24NOV91.75CE,27-11-2024,91.75,CE,BCD-OPT,0.0025,1
BCD,540247046,2110340,EURINR24NOV91.5PE,27-11-2024,91.5,PE,BCD-OPT,0.0025,1
BCD,540247814,2110343,EURINR24NOV91.5CE,27-11-2024,91.5,CE,BCD-OPT,0.0025,1
BCD,540171014,2110043,EURINR24NOV91.25PE,27-11-2024,91.25,PE,BCD-OPT,0.0025,1
BCD,540175366,2110060,EURINR24NOV91.25CE,27-11-2024,91.25,CE,BCD-OPT,0.0025,1
BCD,540233734,2110288,EURINR24NOV91PE,27-11-2024,91,PE,BCD-OPT,0.0025,1
BCD,540237830,2110304,EURINR24NOV91CE,27-11-2024,91,CE,BCD-OPT,0.0025,1
BCD,540259846,2110390,EURINR24NOV90.75PE,27-11-2024,90.75,PE,BCD-OPT,0.0025,1
BCD,540264710,2110409,EURINR24NOV90.75CE,27-11-2024,90.75,CE,BCD-OPT,0.0025,1
BCD,540153862,2109976,EURINR24NOV90.5PE,27-11-2024,90.5,PE,BCD-OPT,0.0025,1
BCD,540155398,2109982,EURINR24NOV90.5CE,27-11-2024,90.5,CE,BCD-OPT,0.0025,1
BCD,540271622,2110436,EURINR24NOV90.25PE,27-11-2024,90.25,PE,BCD-OPT,0.0025,1
BCD,540275718,2110452,EURINR24NOV90.25CE,27-11-2024,90.25,CE,BCD-OPT,0.0025,1
BCD,540144390,2109939,EURINR24NOV90PE,27-11-2024,90,PE,BCD-OPT,0.0025,1
BCD,540147974,2109953,EURINR24NOV90CE,27-11-2024,90,CE,BCD-OPT,0.0025,1
BCD,540112646,2109815,EURINR24NOV89.75PE,27-11-2024,89.75,PE,BCD-OPT,0.0025,1
BCD,540115974,2109828,EURINR24NOV89.75CE,27-11-2024,89.75,CE,BCD-OPT,0.0025,1
BCD,540196102,2110141,EURINR24NOV89.5PE,27-11-2024,89.5,PE,BCD-OPT,0.0025,1
BCD,540198406,2110150,EURINR24NOV89.5CE,27-11-2024,89.5,CE,BCD-OPT,0.0025,1
BCD,540121350,2109849,EURINR24NOV89.25PE,27-11-2024,89.25,PE,BCD-OPT,0.0025,1
BCD,540125446,2109865,EURINR24NOV89.25CE,27-11-2024,89.25,CE,BCD-OPT,0.0025,1
BCD,540180486,2110080,EURINR24NOV89PE,27-11-2024,89,PE,BCD-OPT,0.0025,1
BCD,540184070,2110094,EURINR24NOV89CE,27-11-2024,89,CE,BCD-OPT,0.0025,1
BCD,540209926,2110195,EURINR24NOV88.75PE,27-11-2024,88.75,PE,BCD-OPT,0.0025,1
BCD,550144774,2149003,EURINR24DEC85PE,27-12-2024,85,PE,BCD-OPT,0.0025,1
BCD,550145286,2149005,EURINR24DEC85CE,27-12-2024,85,CE,BCD-OPT,0.0025,1
BCD,550142470,2148994,EURINR24DEC85.25PE,27-12-2024,85.25,PE,BCD-OPT,0.0025,1
BCD,550142726,2148995,EURINR24DEC85.25CE,27-12-2024,85.25,CE,BCD-OPT,0.0025,1
BCD,549788934,2147613,EURINR24DEC85.5PE,27-12-2024,85.5,PE,BCD-OPT,0.0025,1
BCD,549791238,2147622,EURINR24DEC85.5CE,27-12-2024,85.5,CE,BCD-OPT,0.0025,1
BCD,549766662,2147526,EURINR24DEC85.75PE,27-12-2024,85.75,PE,BCD-OPT,0.0025,1
BCD,549768198,2147532,EURINR24DEC85.75CE,27-12-2024,85.75,CE,BCD-OPT,0.0025,1
BCD,549748230,2147454,EURINR24DEC86PE,27-12-2024,86,PE,BCD-OPT,0.0025,1
BCD,549748998,2147457,EURINR24DEC86CE,27-12-2024,86,CE,BCD-OPT,0.0025,1
BCD,549811974,2147703,EURINR24DEC86.25PE,27-12-2024,86.25,PE,BCD-OPT,0.0025,1
BCD,549814022,2147711,EURINR24DEC86.25CE,27-12-2024,86.25,CE,BCD-OPT,0.0025,1
BCD,549743878,2147437,EURINR24DEC86.5PE,27-12-2024,86.5,PE,BCD-OPT,0.0025,1
BCD,549745926,2147445,EURINR24DEC86.5CE,27-12-2024,86.5,CE,BCD-OPT,0.0025,1
BCD,549806854,2147683,EURINR24DEC86.75PE,27-12-2024,86.75,PE,BCD-OPT,0.0025,1
BCD,549808902,2147691,EURINR24DEC86.75CE,27-12-2024,86.75,CE,BCD-OPT,0.0025,1
BCD,549791494,2147623,EURINR24DEC87CE,27-12-2024,87,CE,BCD-OPT,0.0025,1
BCD,549809414,2147693,EURINR24DEC97.5PE,27-12-2024,97.5,PE,BCD-OPT,0.0025,1
BCD,549811718,2147702,EURINR24DEC97.5CE,27-12-2024,97.5,CE,BCD-OPT,0.0025,1
BCD,549782534,2147588,EURINR24DEC97.25PE,27-12-2024,97.25,PE,BCD-OPT,0.0025,1
BCD,549784326,2147595,EURINR24DEC97.25CE,27-12-2024,97.25,CE,BCD-OPT,0.0025,1
BCD,549814534,2147713,EURINR24DEC97PE,27-12-2024,97,PE,BCD-OPT,0.0025,1
